time_elapsed,approxkl,fps,nupdates,clipfrac,total_timesteps,explained_variance,serial_timesteps,eplenmean,eprewmean,policy_entropy,value_loss,policy_loss
229.6007308959961,0.030581212,1372,160,0.28583986,327680,0.8129007369279861,327680,50.0,-8.40646198,-2.7862315,0.00015734015,-0.0018287625
230.93081784248352,0.0252547,1540,161,0.26787108,329728,0.867249608039856,329728,50.0,-8.48686719,-2.7899146,0.00013618474,-0.0016002742
232.3427119255066,0.027204435,1450,162,0.26157227,331776,0.8859739974141121,331776,50.0,-8.186819190000001,-2.8086824,0.00011120358,-0.0007322831
233.73444509506226,0.023416,1471,163,0.261084,333824,0.8778103590011597,333824,50.0,-8.054765269999999,-2.81854,0.00010891131,-0.004295995
235.1302638053894,0.022244869,1467,164,0.25073242,335872,0.906313106417656,335872,50.0,-7.74676925,-2.8198159,9.0225905e-05,-0.0017773313
236.52301859855652,0.033685498,1470,165,0.29521483,337920,0.8840679824352264,337920,50.0,-7.85184164,-2.8061929,0.00010259659,-0.0052312026
238.09183645248413,0.027052239,1305,166,0.2729004,339968,0.9012320339679718,339968,50.0,-7.7721342600000005,-2.8130918,0.00011491658,-0.002005545
239.73911476135254,0.029047158,1243,167,0.2772461,342016,0.841633528470993,342016,50.0,-8.116952249999999,-2.836948,0.00014482516,-0.0028691348
241.16001915931702,0.021989856,1441,168,0.24404296,344064,0.8783812746405602,344064,50.0,-8.104588269999999,-2.8502038,0.00011264709,-0.0007345075
242.5969648361206,0.024351975,1431,169,0.2506836,346112,0.8194202333688736,346112,50.0,-7.802773180000003,-2.8560524,0.0001445101,-0.0057566552
243.97465014457703,0.023971792,1486,170,0.2611328,348160,0.863508939743042,348160,50.0,-7.5335879299999995,-2.8729963,0.0001345012,-0.0026318193
245.35306334495544,0.027838748,1486,171,0.28833008,350208,0.8795848861336708,350208,50.0,-7.3917268,-2.8901253,9.8459364e-05,0.00034633704
246.7863004207611,0.024158452,1429,172,0.25273436,352256,0.9023642092943192,352256,50.0,-7.88590713,-2.9011579,0.00011424492,0.0016519055
248.30157351493835,0.022787346,1351,173,0.2536133,354304,0.8614522069692612,354304,50.0,-7.752644929999999,-2.9186926,0.00012715634,-0.0069477074
249.82846593856812,0.028927416,1341,174,0.28134766,356352,0.8249820172786713,356352,50.0,-7.32170722,-2.9308436,9.5560594e-05,-0.0014436278
251.2234001159668,0.031504232,1468,175,0.29125977,358400,0.9044815003871918,358400,50.0,-7.51667074,-2.9314234,0.00012957142,-0.0011913975
252.68195605278015,0.029545581,1409,176,0.29013672,360448,0.8823331892490387,360448,50.0,-7.6098095699999995,-2.934644,9.762853e-05,-0.005808347
254.09298539161682,0.026930463,1451,177,0.27607423,362496,0.8644952327013016,362496,50.0,-7.529404229999999,-2.9407334,0.00014320925,-0.0018478412
255.57997179031372,0.024120346,1377,178,0.26538086,364544,0.883335642516613,364544,50.0,-7.19232911,-2.9524136,9.072227e-05,0.00051507715
257.04660058021545,0.025039813,1396,179,0.27333984,366592,0.9084954261779785,366592,50.0,-6.9415586000000005,-2.9618876,9.1332025e-05,0.0034086355
258.4014792442322,0.025137428,1511,180,0.25810546,368640,0.8607820272445679,368640,50.0,-6.977381110000001,-2.9672847,8.972449e-05,-0.0017945189
259.8490436077118,0.026974937,1415,181,0.26030272,370688,0.8723797351121902,370688,50.0,-6.899653110000002,-2.975987,8.3223335e-05,-0.0012639652
261.2792499065399,0.025620192,1432,182,0.2713867,372736,0.9004591554403305,372736,50.0,-6.793808749999999,-2.9996636,7.847582e-05,0.0032245815
262.67904782295227,0.024645042,1463,183,0.27041015,374784,0.8622071743011475,374784,50.0,-6.428242879999999,-3.0079541,0.00010072174,0.003231714
264.11878395080566,0.024266358,1422,184,0.25742188,376832,0.8992843851447105,376832,50.0,-6.997306729999999,-3.0131943,8.691191e-05,-0.00267747
